signal_id,vendor_id,vendor_name,date,source_type,source_name,url,text,provenance,risk_category,sentiment,maturity,classifier_confidence,is_about_vendor,classifier_reason,service,country,ubs_link,ubs_link_source,relationship_note,data_sensitivity,business_criticality,substitutability,dependency_index,credibility,maturity_weight,freshness,corroboration,n_sources,evidence_strength,likelihood,impact,inherent_risk,control_reduction,n_positive,residual_risk,maturity_cap,link_cap,tier,needs_human_review,tier_before_caps,explanation
R0024,V015,Equifax Inc.,2017-09-07,regulatory_filing,Equifax breach FAQ,https://www.csoonline.com/article/567833/equifax-data-breach-faq-what-happened-who-was-affected-what-was-the-impact.html,"Equifax Inc. publicly disclosed a data breach exposing the personal data of 147 million people, including Social Security numbers, birth dates and addresses.",REAL,CYBER,risk,confirmed,1.0,True,"Publicly disclosed data breach exposing sensitive personal data (SSNs, birth dates, addresses) confirms a significant cybersecurity risk.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,1.0,1.0,0.152,0.0,1,0.8,1.49,3.41,5.08,0.0,0,5.08,False,False,Medium,False,Medium,"MEDIUM (5.1/25, L1.5 x I3.4); CYBER signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 3302d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; classifier: Publicly disclosed data breach exposing sensitive personal data (SSNs, birth dates, addresses) confirms a significant cybersecurity risk."
R0018,V014,SolarWinds Corporation,2023-10-30,regulatory_filing,SEC press release,https://www.sec.gov/newsroom/press-releases/2023-227,"The SEC filed a complaint against SolarWinds Corporation and its chief information security officer Tim Brown, alleging they defrauded investors by overstating SolarWinds' cybersecurity practices and failing to disclose known risks.",REAL,COMPLIANCE,risk,confirmed,1.0,True,SEC complaint alleging fraud and misrepresentation of cybersecurity practices constitutes a confirmed regulatory compliance risk.,IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,1.0,1.0,0.264,0.0,1,0.8,1.84,2.92,5.37,0.056,1,5.07,False,False,Medium,False,Medium,"MEDIUM (5.1/25, L1.8 x I2.9); COMPLIANCE signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 1058d old (freshness 0.26); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; 1 positive signal(s) cut risk by 6%; classifier: SEC complaint alleging fraud and misrepresentation of cybersecurity practices constitutes a confirmed regulatory compliance risk."
R0020,V014,SolarWinds Corporation,2023-11-02,market_data,SEC charges SolarWinds and CISO,https://www.sec.gov/newsroom/press-releases/2023-227,"SolarWinds Corporation faced investor pressure following the SEC fraud complaint, with the charges against both SolarWinds and a named executive raising governance concerns.",REAL,CONDUCT,risk,confirmed,0.98,True,SEC fraud charges and governance concerns indicate serious conduct risk and regulatory action.,IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,0.7,1.0,0.265,0.0,1,0.692,1.73,2.92,5.05,0.0,0,5.05,False,False,Medium,False,Medium,"MEDIUM (5.0/25, L1.7 x I2.9); CONDUCT signal, confirmed, from market data (credibility 0.70); 1 independent kind(s) of source in 365d; 1055d old (freshness 0.27); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; classifier: SEC fraud charges and governance concerns indicate serious conduct risk and regulatory action."
R0055,V010,CrowdStrike Holdings,2024-08-15,regulatory_filing,FStech / FCA,https://www.fstech.co.uk/fst/FCA_Tells_Financial_Firms_To_Increase_Operational_Resilience_After_Crowdstrike_Chaos.php,"Following the CrowdStrike Holdings outage, the FCA told financial firms to increase operational resilience, giving them until March 2025 to prove they could maintain critical services during severe but plausible scenarios.",REAL,OPERATIONAL,risk,confirmed,0.98,True,"Regulatory directive (FCA) in response to a vendor's operational outage (CrowdStrike) mandating enhanced resilience measures, indicating a confirmed risk exposure.",Endpoint security,USA,INDUSTRY,,Endpoint security vendor widely used in financial services. No UBS relationship claimed.,5,5,2,0.933,1.0,1.0,0.348,0.0,1,0.797,2.11,2.44,5.15,0.021,1,5.04,False,False,Medium,False,Medium,"MEDIUM (5.0/25, L2.1 x I2.4); OPERATIONAL signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 768d old (freshness 0.35); UBS link: industry (Endpoint security vendor widely used in financial services. No UBS relationship claimed); hard to replace (substitutability 2/5); 1 positive signal(s) cut risk by 2%; classifier: Regulatory directive (FCA) in response to a vendor's operational outage (CrowdStrike) mandating enhanced resilience measures, indicating a confirmed risk exposure."
R0025,V015,Equifax Inc.,2017-09-08,audit_finding,Equifax breach FAQ,https://www.csoonline.com/article/567833/equifax-data-breach-faq-what-happened-who-was-affected-what-was-the-impact.html,"Attackers moved through Equifax Inc. systems for 76 days before the intrusion was detected, and Equifax knew of the breach internally from late July before disclosing it in September.",REAL,CYBER,risk,confirmed,1.0,True,"The text describes a confirmed cybersecurity breach with significant detection delay and delayed public disclosure, indicating poor cybersecurity controls and governance.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,0.95,1.0,0.152,0.0,1,0.782,1.47,3.41,5.01,0.0,0,5.01,False,False,Medium,False,Medium,"MEDIUM (5.0/25, L1.5 x I3.4); CYBER signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 3301d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; classifier: The text describes a confirmed cybersecurity breach with significant detection delay and delayed public disclosure, indicating poor cybersecurity controls and governance."
R0023,V015,Equifax Inc.,2017-03-09,audit_finding,Equifax breach FAQ,https://www.csoonline.com/article/567833/equifax-data-breach-faq-what-happened-who-was-affected-what-was-the-impact.html,"Equifax Inc. administrators were instructed to apply a patch for a known Apache Struts vulnerability to affected systems. The patch was not applied, leaving Equifax exposed.",REAL,CYBER,risk,confirmed,1.0,True,"Failure to apply a known critical security patch (Apache Struts vulnerability) leading to confirmed exposure, indicating a cybersecurity risk.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,0.95,1.0,0.151,0.0,1,0.782,1.47,3.41,5.01,0.0,0,5.01,False,False,Medium,False,Medium,"MEDIUM (5.0/25, L1.5 x I3.4); CYBER signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 3484d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; classifier: Failure to apply a known critical security patch (Apache Struts vulnerability) leading to confirmed exposure, indicating a cybersecurity risk."
R0054,V010,CrowdStrike Holdings,2024-07-25,regulatory_filing,FCA observations,https://www.hlc.com/en/publications/fcas-observations-and-lessons-learnt-from-the-july-2024-global-it-incident,"The CrowdStrike Holdings incident underscored the need for robust third-party IT risk management, a matter addressed by the EU Digital Operational Resilience Act which took effect in January 2025.",REAL,OPERATIONAL,risk,confirmed,1.0,True,"The text references a specific incident involving CrowdStrike Holdings, highlighting operational risk management failures and regulatory implications under the EU Digital Operational Resilience Act, indicating confirmed operational risk exposure.",Endpoint security,USA,INDUSTRY,,Endpoint security vendor widely used in financial services. No UBS relationship claimed.,5,5,2,0.933,1.0,1.0,0.34,0.0,1,0.8,2.09,2.44,5.1,0.021,1,4.99,False,False,Low,False,Low,"LOW (5.0/25, L2.1 x I2.4); OPERATIONAL signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 789d old (freshness 0.34); UBS link: industry (Endpoint security vendor widely used in financial services. No UBS relationship claimed); hard to replace (substitutability 2/5); 1 positive signal(s) cut risk by 2%; classifier: The text references a specific incident involving CrowdStrike Holdings, highlighting operational risk management failures and regulatory implications under the EU Digital Operational Resilience Act, indicating confirmed operational risk exposure."
R0013,V014,SolarWinds Corporation,2020-12-14,regulatory_filing,SolarWinds Form 8-K,https://www.techtarget.com/whatis/feature/SolarWinds-hack-explained-Everything-you-need-to-know,"SolarWinds Corporation filed a Form 8-K with the SEC publicly disclosing the Sunburst supply chain attack, in which malicious code was inserted into its Orion network management software.",REAL,CYBER,risk,confirmed,1.0,True,Public SEC filing (Form 8-K) confirming a supply chain cyberattack (Sunburst) involving malicious code insertion into Orion software.,IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,1.0,1.0,0.166,0.0,1,0.8,1.53,3.25,4.97,0.0,0,4.97,False,False,Low,False,Low,"LOW (5.0/25, L1.5 x I3.2); CYBER signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2108d old (freshness 0.17); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; classifier: Public SEC filing (Form 8-K) confirming a supply chain cyberattack (Sunburst) involving malicious code insertion into Orion software."
R0017,V014,SolarWinds Corporation,2021-01-12,audit_finding,SolarWinds hack explained,https://www.techtarget.com/whatis/feature/SolarWinds-hack-explained-Everything-you-need-to-know,"Investigators established that attackers had been testing their ability to inject malicious code into SolarWinds Corporation builds as early as October 2019, more than a year before the Sunburst compromise was detected.",REAL,CYBER,risk,confirmed,1.0,True,"Documented evidence of malicious code injection in SolarWinds builds prior to the Sunburst compromise, indicating a confirmed cybersecurity risk.",IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,0.95,1.0,0.166,0.0,1,0.782,1.52,3.25,4.94,0.0,0,4.94,False,False,Low,False,Low,"LOW (4.9/25, L1.5 x I3.2); CYBER signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 2079d old (freshness 0.17); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; classifier: Documented evidence of malicious code injection in SolarWinds builds prior to the Sunburst compromise, indicating a confirmed cybersecurity risk."
R0069,V004,Broadridge Financial Solutions,2021-10-19,news_article,AdvisorHub,https://www.advisorhub.com/ubs-committed-to-finishing-broker-workstation-revamp-despite-delays-cfo-says/,The rollout of the Broadridge Financial Solutions advisor workstation at UBS was publicly delayed. The UBS chief financial officer reaffirmed commitment to completing the Broadridge programme despite the delays.,REAL,OPERATIONAL,risk,corroborated,0.98,True,"Publicly reported delay in a major client rollout indicates operational disruption or capability gaps, posing operational risk to the vendor's service delivery.",Wealth platform & post-trade,USA,CONFIRMED,https://www.broadridge.com/press-release/2018/broadridge-and-ubs-americas-to-redefine-wm-technology,UBS Wealth Management USA anchor client; UBS also live on Broadridge DLR repo.,5,4,2,0.867,0.75,0.85,0.178,0.0,1,0.664,1.47,3.5,5.14,0.04,2,4.93,False,False,Low,False,Low,"LOW (4.9/25, L1.5 x I3.5); OPERATIONAL signal, corroborated, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1799d old (freshness 0.18); UBS link: confirmed (UBS Wealth Management USA anchor client; UBS also live on Broadridge DLR repo); hard to replace (substitutability 2/5); 2 positive signal(s) cut risk by 4%; classifier: Publicly reported delay in a major client rollout indicates operational disruption or capability gaps, posing operational risk to the vendor's service delivery."
R0047,V008,ION Group,2023-02-10,audit_finding,Assured,https://assured.co.uk/2023/unlocking-the-truth-an-inside-look-at-the-ion-ransomware-attack/,Post-incident analysis of the ION Group attack highlighted the systemic exposure created when many market participants depend on ION Group for the same critical function.,REAL,CONCENTRATION,risk,confirmed,0.98,True,"The finding explicitly states systemic exposure due to multiple market participants relying on ION Group for the same critical function, indicating a concentration risk.",Trading & derivatives software,UK,INDUSTRY,,Major trading-software provider to banks. No UBS relationship claimed.,4,5,1,0.933,0.95,1.0,0.219,0.0,1,0.78,1.68,2.92,4.91,0.0,0,4.91,False,False,Low,False,Low,"LOW (4.9/25, L1.7 x I2.9); CONCENTRATION signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 1320d old (freshness 0.22); UBS link: industry (Major trading-software provider to banks. No UBS relationship claimed); hard to replace (substitutability 1/5); classifier: The finding explicitly states systemic exposure due to multiple market participants relying on ION Group for the same critical function, indicating a concentration risk."
R0019,V014,SolarWinds Corporation,2023-10-31,news_article,SEC charges SolarWinds and CISO,https://www.sec.gov/newsroom/press-releases/2023-227,The SEC complaint against SolarWinds Corporation charged the company with fraud and internal and disclosure controls failures relating to known cybersecurity risks over a period from October 2018 until January 2021.,REAL,COMPLIANCE,risk,confirmed,1.0,True,SEC enforcement action charging fraud and disclosure controls failures directly implicates compliance obligations and regulatory scrutiny.,IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,0.75,1.0,0.264,0.0,1,0.712,1.75,2.92,5.11,0.056,1,4.82,False,False,Low,False,Low,"LOW (4.8/25, L1.8 x I2.9); COMPLIANCE signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 1057d old (freshness 0.26); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; 1 positive signal(s) cut risk by 6%; classifier: SEC enforcement action charging fraud and disclosure controls failures directly implicates compliance obligations and regulatory scrutiny."
R0052,V010,CrowdStrike Holdings,2024-07-19,incident_ticket,Burges Salmon,https://www.burges-salmon.com/our-thinking/crowdstrike-incident-regulatory-implications-and-lessons-learned/,"CrowdStrike Holdings released a defective Falcon content update for Microsoft Windows devices, causing a major outage. Around 8.5 million systems worldwide crashed as a result.",REAL,OPERATIONAL,risk,confirmed,1.0,True,Defective software update causing widespread system outages indicates operational failure.,Endpoint security,USA,INDUSTRY,,Endpoint security vendor widely used in financial services. No UBS relationship claimed.,5,5,2,0.933,0.85,1.0,0.338,0.0,1,0.747,2.01,2.44,4.9,0.021,1,4.8,False,False,Low,False,Low,"LOW (4.8/25, L2.0 x I2.4); OPERATIONAL signal, confirmed, from incident ticket (credibility 0.85); 1 independent kind(s) of source in 365d; 795d old (freshness 0.34); UBS link: industry (Endpoint security vendor widely used in financial services. No UBS relationship claimed); hard to replace (substitutability 2/5); 1 positive signal(s) cut risk by 2%; classifier: Defective software update causing widespread system outages indicates operational failure."
R0016,V014,SolarWinds Corporation,2020-12-18,news_article,SolarWinds hack explained,https://www.techtarget.com/whatis/feature/SolarWinds-hack-explained-Everything-you-need-to-know,"The Sunburst attack on SolarWinds Corporation was attributed to a Russian state-linked actor, with the trojanised Orion update distributed to SolarWinds customers including US federal agencies.",REAL,CYBER,risk,confirmed,1.0,True,"Confirmed cybersecurity incident involving a state-linked actor, with trojanized software distributed to customers, indicating a significant cyber risk exposure.",IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,0.75,1.0,0.166,0.0,1,0.712,1.47,3.25,4.78,0.0,0,4.78,False,False,Low,False,Low,"LOW (4.8/25, L1.5 x I3.2); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2104d old (freshness 0.17); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; classifier: Confirmed cybersecurity incident involving a state-linked actor, with trojanized software distributed to customers, indicating a significant cyber risk exposure."
R0015,V014,SolarWinds Corporation,2020-12-16,news_article,SolarWinds hack explained,https://www.techtarget.com/whatis/feature/SolarWinds-hack-explained-Everything-you-need-to-know,"The Sunburst compromise of SolarWinds Corporation was a supply chain attack intended to reach SolarWinds' downstream customers, demonstrating how a single software vendor can propagate risk across thousands of organisations.",REAL,CYBER,risk,confirmed,1.0,True,"Supply chain attack (Sunburst) confirmed to originate from SolarWinds, demonstrating propagation of risk to downstream customers.",IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,0.75,1.0,0.166,0.0,1,0.712,1.47,3.25,4.78,0.0,0,4.78,False,False,Low,False,Low,"LOW (4.8/25, L1.5 x I3.2); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2106d old (freshness 0.17); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; classifier: Supply chain attack (Sunburst) confirmed to originate from SolarWinds, demonstrating propagation of risk to downstream customers."
R0014,V014,SolarWinds Corporation,2020-12-15,news_article,SolarWinds hack explained,https://www.techtarget.com/whatis/feature/SolarWinds-hack-explained-Everything-you-need-to-know,"Threat actors gained access to SolarWinds Corporation's Orion software through its automated build environment, inserting the Sunburst backdoor that was distributed to SolarWinds customers.",REAL,CYBER,risk,confirmed,1.0,True,"Confirmed cybersecurity breach involving insertion of a backdoor (Sunburst) in SolarWinds' Orion software, distributed to customers via compromised build environment.",IT monitoring software,USA,INDUSTRY,,IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed.,4,4,3,0.733,0.75,1.0,0.166,0.0,1,0.712,1.47,3.25,4.78,0.0,0,4.78,False,False,Low,False,Low,"LOW (4.8/25, L1.5 x I3.2); CYBER signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 2107d old (freshness 0.17); UBS link: industry (IT monitoring software; subject of the 2020 Sunburst supply-chain compromise. No UBS relationship claimed); data sensitivity 4/5; classifier: Confirmed cybersecurity breach involving insertion of a backdoor (Sunburst) in SolarWinds' Orion software, distributed to customers via compromised build environment."
R0007,V013,Wirecard AG,2020-06-22,regulatory_filing,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,"Wirecard AG conceded that the EUR 1.9 billion in missing funds probably did not exist, an admission amounting to accounting fraud on its own balance sheet.",REAL,COMPLIANCE,risk,confirmed,1.0,True,Accounting fraud admission and regulatory filing indicate confirmed compliance failure with severe regulatory and financial implications.,Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,1.0,1.0,0.161,0.0,1,0.8,1.52,3.09,4.7,0.0,0,4.7,False,False,Low,False,Low,"LOW (4.7/25, L1.5 x I3.1); COMPLIANCE signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2283d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: Accounting fraud admission and regulatory filing indicate confirmed compliance failure with severe regulatory and financial implications."
R0012,V013,Wirecard AG,2020-09-15,regulatory_filing,European Parliament study,https://en.wikipedia.org/wiki/Wirecard_scandal,"German financial regulator BaFin was criticised for its supervision of Wirecard AG, including its decision to pursue journalists and short sellers rather than investigate the allegations against Wirecard.",REAL,CONDUCT,risk,confirmed,0.98,True,Regulatory criticism of BaFin's actions (pursuing journalists/short sellers instead of investigating Wirecard) indicates potential misconduct or oversight failures related to the vendor.,Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,1.0,1.0,0.163,0.0,1,0.797,1.52,3.09,4.7,0.0,0,4.7,False,False,Low,False,Low,"LOW (4.7/25, L1.5 x I3.1); CONDUCT signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2198d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: Regulatory criticism of BaFin's actions (pursuing journalists/short sellers instead of investigating Wirecard) indicates potential misconduct or oversight failures related to the vendor."
R0053,V010,CrowdStrike Holdings,2024-07-20,news_article,Global Relay,https://www.globalrelay.com/resources/thought-leadership/crowdstrike-and-operational-resilience-lessons-learned/,"The CrowdStrike Holdings update failure disrupted banking, healthcare, retail and aviation, causing thousands of flight cancellations and widespread service degradation.",REAL,OPERATIONAL,risk,confirmed,0.99,True,"The text describes a confirmed operational failure (update deployment) causing widespread service disruption across multiple industries, including aviation and banking, indicating a significant operational risk.",Endpoint security,USA,INDUSTRY,,Endpoint security vendor widely used in financial services. No UBS relationship claimed.,5,5,2,0.933,0.75,1.0,0.338,0.0,1,0.711,1.96,2.44,4.78,0.021,1,4.68,False,False,Low,False,Low,"LOW (4.7/25, L2.0 x I2.4); OPERATIONAL signal, confirmed, from news article (credibility 0.75); 1 independent kind(s) of source in 365d; 794d old (freshness 0.34); UBS link: industry (Endpoint security vendor widely used in financial services. No UBS relationship claimed); hard to replace (substitutability 2/5); 1 positive signal(s) cut risk by 2%; classifier: The text describes a confirmed operational failure (update deployment) causing widespread service disruption across multiple industries, including aviation and banking, indicating a significant operational risk."
R0004,V013,Wirecard AG,2020-06-05,regulatory_filing,Wirecard scandal (overview),https://en.wikipedia.org/wiki/Wirecard_scandal,German police raided Wirecard AG offices after Munich prosecutors opened a criminal investigation into the Wirecard chief executive and three other management board members.,REAL,CONDUCT,risk,confirmed,1.0,True,"Criminal investigation and police raid indicate serious misconduct allegations against senior management, directly impacting vendor integrity and trustworthiness.",Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,1.0,1.0,0.161,0.0,1,0.8,1.51,3.09,4.67,0.0,0,4.67,False,False,Low,False,Low,"LOW (4.7/25, L1.5 x I3.1); CONDUCT signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2300d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: Criminal investigation and police raid indicate serious misconduct allegations against senior management, directly impacting vendor integrity and trustworthiness."
R0002,V013,Wirecard AG,2020-04-28,audit_finding,KPMG special audit,https://en.wikipedia.org/wiki/Wirecard_scandal,The KPMG special audit into Wirecard AG was published. KPMG said it was not able to verify the existence of the lion's share of the profits Wirecard reported between 2016 and 2018.,REAL,COMPLIANCE,risk,confirmed,1.0,True,KPMG special audit finding of unverified profits indicates material compliance failure and regulatory scrutiny.,Payment processing,Germany,INDUSTRY,,Former DAX payment processor; collapsed in 2020. No UBS relationship claimed.,5,4,3,0.8,0.95,1.0,0.16,0.0,1,0.782,1.5,3.09,4.64,0.0,0,4.64,False,False,Low,False,Low,"LOW (4.6/25, L1.5 x I3.1); COMPLIANCE signal, confirmed, from audit finding (credibility 0.95); 1 independent kind(s) of source in 365d; 2338d old (freshness 0.16); UBS link: industry (Former DAX payment processor; collapsed in 2020. No UBS relationship claimed); data sensitivity 5/5; classifier: KPMG special audit finding of unverified profits indicates material compliance failure and regulatory scrutiny."
R0027,V015,Equifax Inc.,2018-03-14,regulatory_filing,SEC press release,https://www.sec.gov/newsroom/press-releases/2018-40,"The SEC charged Jun Ying, a former Equifax Inc. executive next in line to be global chief information officer, with insider trading for selling Equifax shares before the breach was public.",REAL,CONDUCT,risk,confirmed,1.0,True,"Insider trading by a senior executive at Equifax, confirmed by SEC regulatory action, indicates serious conduct risk and potential reputational damage.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,1.0,1.0,0.152,0.0,1,0.8,1.49,3.09,4.6,0.0,0,4.6,False,False,Low,False,Low,"LOW (4.6/25, L1.5 x I3.1); CONDUCT signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 3114d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; classifier: Insider trading by a senior executive at Equifax, confirmed by SEC regulatory action, indicates serious conduct risk and potential reputational damage."
R0029,V015,Equifax Inc.,2018-06-28,regulatory_filing,DOJ and SEC charges,https://www.sec.gov/newsroom/press-releases/2018-40,"The DOJ and SEC announced charges against Sudhakar Reddy Bonthu, a former Equifax Inc. software development manager, for selling Equifax shares before the breach was publicly announced.",REAL,CONDUCT,risk,confirmed,1.0,True,Regulatory charges against a former employee for insider trading related to a breach indicate conduct risk and confirmed misconduct.,Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,1.0,1.0,0.153,0.0,1,0.8,1.49,3.09,4.6,0.0,0,4.6,False,False,Low,False,Low,"LOW (4.6/25, L1.5 x I3.1); CONDUCT signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 3008d old (freshness 0.15); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; classifier: Regulatory charges against a former employee for insider trading related to a breach indicate conduct risk and confirmed misconduct."
R0032,V015,Equifax Inc.,2019-07-23,regulatory_filing,FTC press release,https://www.ftc.gov/news-events/news/press-releases/2019/07/equifax-pay-575-million-part-settlement-ftc-cfpb-states-related-2017-data-breach,"Under the settlement, Equifax Inc. allocated USD 300 million to consumer credit monitoring, USD 175 million to 48 states, and USD 100 million in civil penalties to the CFPB.",REAL,COMPLIANCE,risk,confirmed,1.0,True,"Regulatory enforcement action (FTC settlement) with civil penalties and consumer compensation, indicating compliance failures and regulatory scrutiny.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,1.0,1.0,0.156,0.0,1,0.8,1.5,3.09,4.64,0.023,1,4.53,False,False,Low,False,Low,"LOW (4.5/25, L1.5 x I3.1); COMPLIANCE signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2618d old (freshness 0.16); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Regulatory enforcement action (FTC settlement) with civil penalties and consumer compensation, indicating compliance failures and regulatory scrutiny."
R0031,V015,Equifax Inc.,2019-07-22,regulatory_filing,FTC press release,https://www.ftc.gov/news-events/news/press-releases/2019/07/equifax-pay-575-million-part-settlement-ftc-cfpb-states-related-2017-data-breach,"Equifax Inc. agreed to pay at least USD 575 million, and potentially up to USD 700 million, in a global settlement with the FTC, the CFPB and 50 US states and territories over the 2017 breach.",REAL,COMPLIANCE,risk,confirmed,1.0,True,"Regulatory settlement (FTC, CFPB, states) over a 2017 breach indicates confirmed compliance failure and significant regulatory action.",Credit data & analytics,USA,INDUSTRY,,Credit bureau supplying data to financial institutions. No UBS relationship claimed.,5,4,2,0.867,1.0,1.0,0.156,0.0,1,0.8,1.5,3.09,4.64,0.023,1,4.53,False,False,Low,False,Low,"LOW (4.5/25, L1.5 x I3.1); COMPLIANCE signal, confirmed, from regulatory filing (credibility 1.00); 1 independent kind(s) of source in 365d; 2619d old (freshness 0.16); UBS link: industry (Credit bureau supplying data to financial institutions. No UBS relationship claimed); data sensitivity 5/5; 1 positive signal(s) cut risk by 2%; classifier: Regulatory settlement (FTC, CFPB, states) over a 2017 breach indicates confirmed compliance failure and significant regulatory action."
